QNUM,CLUS,SELEC,TRLHD,SEASON,PRTYREP,ORIGIN,WEIGHT,TRAVEL,NUMHORS,HORSFED,HRSHNDL,FISH,HUNT,HIKE,NATUR,MTNCLM,RAFT,SWIM,PHOTO,OTHACT,NUMACT,GRIZOBS,BEAROBS,SUMBEAR,ELKOBS,DEEROBS,GOATOBS,MOOSOBS,SHPOBS,OTHROBS,NUMWOBS,SHOT1,SHOT2,SHOT3,STAY,FIRE,OUTFTR,MAPS,TYPMAP,SOLE,VISIT,AGEFST,PARENT,NEWAREA,EXPBOB,NUMBOB,AQUAL,DIFF,LOCCHO,WHOCHO,TIMCHO,TRLINF1,TRLINF2,TRLINF3,RESTRL1,RESTRL2,RESTRL,OTHRTRL,RESREJ1,RESREJ2,FSINFO,FSCONT,QUALINF,NUMVIS,NUMDAYS,SCENRY,FSHIMP,HUNTIMP,RELAX,EXERCZ,ESCAPE,DEVSKL,SOLTUD,CHALNG,AVDMEC,OTHRES,SATIS,HIPT1,HIPT2,HIPT3,LOPT1,LOPT2,LOPT3,SOLSTD,CAMPSOL,ESTCAMP,REJCOND,RESCOND,REJLOC,RESLOC,CMPSRCH,PROBCMP,TYPCMP,CROWD,NUMSEEN,LRGSEEN,HRSSEEN,NUMCMP,VISWLD,WCHWLD,HOWFAR,OFFTRL,LOOP,CRDPROB,CRDSPOT,WEAR,LITTER,WRONG,HITRHL,LOTRAIL,TRLLESS,TREES,SMLBRG,BIGBRG,PRIVY,FRPLC,FRRING,NATFIRE,CORRAL,NOHORSE,NOFIRE,TABLE,RATION,NOGRAZ,REQREG,NATFSH,SZLIMT,FT200,RMVRNG,EXSIGN,BURY,PWRSAW,GUIDBK,ACCMAP,ASSIGN,DNWOOD,FSHEAT,PAKOUT,WLDRNG,METRNG,COMENT,WLDIMP,BESTWLD,BESTREC,AGAIN,SIZE,LITBOY,LITGIRL,BOYS,GIRLS,FELLAS,GALS,MEN,WOMEN,TYPGRP,CLUB,TYPCLUB,NUMCLUB,CURRES,CHLRES,EDUC,STUDNT,OCCUP,FINCMT,MGTCMT,CMPCOD,CMPLIT,HMANUR,BAREGND,CMPREM,FWOODSC,TREEDGD,GRAZSCR,CMPOTHR,CMPLOCN,PORLOCN,WATLOCN,OCCLOCN,TRLLOCN,OTHLOCN
9133,0,0,45,1,2,598,20,5,3,1,7,2,1,2,1,1,1,2,2,1,4,1,1,1,1,2,1,1,1,1,1,1,1,1,4,1,3,2,1,1,2,4,2,2,1,,,,2,2,,,,,,,,,,,1,,,3,8,1,2,3,1,2,1,2,1,2,1,9,2,7,1,0,17,25,1,0,4,3,2,8,2,5,1,3,2,5,6,1,1,1,2,1,21,0,1,2,60,5,5,18,4,1,3,1,4,3,4,4,3,1,4,3,1,1,3,4,4,1,1,4,1,1,1,3,3,3,1,4,1,3,3,1,0,1,6,4,3,4,0,0,2,0,1,0,1,0,2,2,6,1,9,4,11,2,80,,,2,2,2,2,1,1,1,1,1,2,2,1,1,2,2
9134,0,0,45,1,1,593,14,1,,,,1,1,2,1,1,1,2,1,1,2,1,1,1,1,2,1,1,1,1,1,1,1,1,5,2,1,2,9,1,2,20,1,3,1,,,,2,2,,,,,,,,,,,1,,,20,35,1,3,3,1,2,2,2,1,2,3,9,2,10,39,0,0,0,0,0,2,2,1,,2,4,2,2,3,6,8,0,3,5,2,1,98,0,2,2,65,2,2,52,4,2,3,1,9,2,2,2,1,1,3,3,3,2,3,2,3,2,3,3,3,1,1,2,3,3,2,3,1,3,3,1,0,1,3,2,5,2,0,0,1,1,0,0,0,0,3,1,,,3,3,16,1,10,,,1,1,1,1,1,1,1,1,1,2,1,1,1,2,1
9135,0,0,21,1,1,599,14,1,,,,1,1,2,1,1,1,1,2,1,2,1,1,1,1,2,2,1,1,1,2,1,1,1,0,5,1,1,,1,1,,,,,,,,1,,2,3,5,0,1,5,0,1,,,1,,,3,99,1,2,2,2,1,3,1,2,1,2,9,2,0,0,0,0,0,0,0,,,,,,,,,,3,0,0,0,0,9,3,99,99,9,1,,2,3,6,2,4,3,2,1,3,1,4,3,3,2,2,4,1,4,2,1,4,3,1,2,1,1,1,3,3,1,3,3,3,2,1,0,1,4,4,5,2,0,0,1,1,0,0,0,0,3,1,,,2,2,13,2,80,,,,,,,,,,,,,,,,,
9136,0,0,21,1,1,599,14,1,,,,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,4,1,1,,1,2,3,2,3,2,20,2,,1,,3,4,0,0,1,3,5,2,7,0,1,,,5,25,1,3,3,2,1,1,2,1,1,1,9,3,10,1,0,22,13,0,0,1,1,1,,2,5,2,1,1,3,0,0,0,1,2,3,11,0,1,1,,1,1,0,4,3,3,2,1,1,1,1,4,3,1,1,4,1,3,1,1,1,2,1,1,1,1,4,3,3,1,1,2,3,3,1,0,1,3,3,3,2,0,0,0,1,1,0,0,0,1,1,,,3,6,12,1,50,,,1,1,1,1,1,1,1,1,1,2,1,1,1,1,2
9138,0,0,21,1,1,598,14,1,,,,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,5,1,1,,2,2,5,2,3,1,,,,2,2,,,,,,,,1,,,1,,,2,2,1,3,3,2,1,1,3,1,2,1,9,2,12,2,0,22,0,0,0,,,,,,,,,,3,0,0,0,0,2,3,4,0,1,1,,3,3,0,1,3,4,1,4,3,1,1,1,1,3,3,2,4,3,2,2,3,3,2,3,3,3,2,3,3,1,3,3,3,3,1,0,3,3,3,4,4,0,0,1,1,1,1,0,0,1,1,,,4,4,11,2,80,,,,,,,,,,,,,,,,,
9139,0,0,21,1,2,598,14,1,,,,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,5,1,1,,2,2,10,2,9,1,,,,1,,3,5,0,0,1,0,0,1,,,1,,,3,3,1,1,1,3,1,2,3,3,3,3,9,2,0,0,0,0,0,0,0,,,,,,,,,,3,0,0,0,0,2,3,6,0,1,1,,1,1,52,4,3,1,2,2,3,4,4,3,3,1,3,3,1,3,3,3,1,3,4,1,1,1,3,3,3,1,3,3,3,4,1,0,1,1,1,3,4,0,0,1,1,1,1,0,0,1,1,,,5,5,17,1,10,,,,,,,,,,,,,,,,,
9140,0,0,21,2,1,599,8,1,,,,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,5,1,1,,1,2,25,1,1,2,1,2,,1,,1,3,5,0,1,5,0,1,,,1,,,99,99,1,3,3,1,1,2,3,3,3,2,9,3,59,0,0,21,49,0,99,,,,,,,,,,6,0,0,0,0,2,3,4,0,1,1,,2,1,0,4,3,2,3,2,3,1,4,1,3,2,4,3,1,3,3,2,3,3,1,3,2,1,3,2,3,4,3,1,3,3,1,0,3,3,3,4,1,0,0,0,0,1,0,0,0,,1,,,6,6,17,1,60,,,,,,,,,,,,,,,,,
9141,0,0,54,1,1,591,20,4,2,1,6,2,1,2,1,1,1,1,2,1,3,1,2,1,2,2,1,1,1,1,3,1,1,1,3,1,1,2,9,1,2,10,2,3,2,10,2,,1,,3,3,0,0,5,0,0,2,3,0,1,,,5,30,1,2,2,1,2,1,2,1,1,1,9,1,1,10,0,25,0,0,0,1,3,2,7,1,,1,1,1,3,0,0,0,3,2,1,50,0,1,1,,1,9,0,4,3,3,2,1,3,1,1,1,3,1,1,3,1,4,1,2,2,2,3,3,9,1,1,1,2,1,3,3,3,3,1,0,1,7,7,7,2,0,0,0,0,1,0,1,0,3,2,1,2,5,5,16,1,41,,116,2,1,1,1,1,1,1,2,1,1,1,1,1,1,1
9143,0,0,47,2,1,599,11,3,3,5,7,1,2,2,1,1,1,1,1,1,2,1,1,1,1,2,1,1,1,1,1,1,1,1,8,3,1,2,1,1,2,30,1,3,2,4,2,3,1,,4,4,6,0,3,4,6,2,7,0,1,,,4,20,1,1,1,2,2,1,1,1,1,1,9,2,10,0,0,8,1,76,0,9,9,9,9,9,9,9,9,9,9,999,999,999,99,2,2,21,0,1,2,72,2,2,41,4,2,3,1,1,3,1,1,3,3,3,3,1,4,3,1,2,3,4,1,1,1,1,3,3,3,1,1,1,3,4,2,16,1,3,4,5,3,0,0,0,0,0,0,3,0,3,2,7,3,2,1,17,1,10,,,,,,,,,,,,,,,,,
9144,0,0,47,2,2,599,11,3,3,5,7,1,2,1,1,1,1,1,2,1,2,1,1,1,1,2,1,1,1,1,1,1,1,1,6,3,1,2,1,1,2,55,1,1,1,,,,2,2,,,,,,,,,,,1,,,2,8,1,1,1,2,3,2,2,2,1,1,9,1,10,1,0,8,10,0,0,2,2,1,,1,,2,1,2,3,3,0,3,1,2,2,34,0,1,1,,2,1,0,3,1,3,1,3,3,1,1,4,3,4,3,3,1,3,1,3,1,3,4,2,1,1,2,3,3,1,3,3,3,3,1,0,1,4,3,7,3,0,0,0,0,0,0,3,0,3,2,2,1,2,6,16,1,82,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
9145,0,0,48,1,1,598,20,4,5,3,7,1,1,1,2,1,1,1,2,2,3,1,1,1,1,1,1,1,1,1,0,1,1,1,2,1,1,1,,1,2,21,1,3,2,20,1,9,1,,5,3,4,0,1,5,0,2,6,8,1,,,0,0,1,3,3,2,3,3,3,3,2,3,9,1,17,44,0,22,0,0,2,2,2,1,,2,2,1,1,2,3,0,0,0,1,2,2,11,0,1,1,,2,2,78,4,1,4,1,4,2,2,2,4,3,1,1,1,1,3,1,4,2,3,3,2,3,3,3,3,3,1,3,3,3,3,1,0,1,4,4,5,4,0,0,0,2,2,0,0,0,2,1,,,1,9,12,1,20,,,1,1,1,1,1,1,1,1,1,2,1,2,1,1,1
9147,0,0,48,2,1,596,8,1,,,,1,2,2,1,1,1,1,1,1,2,1,1,1,1,2,1,1,1,2,2,8,8,8,0,5,1,1,,2,2,35,1,3,2,2,2,,1,,2,3,5,0,6,0,0,1,,,1,,,2,2,9,9,1,9,1,9,9,2,9,9,1,2,105,0,0,0,0,0,0,,,,,,,,,,3,0,0,0,0,2,2,10,0,1,1,,3,1,0,2,2,3,2,3,3,1,1,3,1,2,3,3,2,3,3,2,3,3,4,1,2,1,3,3,3,1,3,3,3,3,1,0,2,4,4,5,1,0,0,0,0,1,0,0,0,,1,,,4,5,17,1,10,,,,,,,,,,,,,,,,,
9148,0,0,48,2,1,596,8,1,,,,1,1,2,2,1,1,1,2,1,3,1,1,1,1,2,1,1,1,1,1,1,1,1,2,2,1,1,,1,1,,,,,,,,1,,2,3,5,0,1,2,7,1,,,1,,,1,2,1,2,3,1,1,1,1,1,2,1,9,1,10,59,5,38,0,0,0,2,3,1,,1,,2,1,2,3,0,0,0,1,2,2,20,0,1,1,,2,2,0,4,3,3,2,3,3,1,1,2,2,2,4,3,4,4,2,3,3,3,1,1,3,3,1,3,3,1,3,1,3,3,1,0,2,7,4,7,3,0,1,0,1,1,0,0,0,1,2,7,3,4,5,17,1,10,1,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
9149,0,0,48,2,1,598,8,1,,,,1,1,2,1,1,1,1,1,2,2,1,1,1,1,1,1,1,1,1,0,1,1,1,0,5,1,9,,1,2,19,1,3,1,,,,1,,1,4,12,0,1,2,7,2,11,0,1,,,10,28,1,3,3,1,1,1,2,1,1,1,1,1,70,20,33,39,0,0,0,,,,,,,,,,3,0,0,0,0,2,2,19,0,1,1,,2,1,79,1,3,3,2,3,3,4,1,4,3,2,3,3,1,3,3,2,1,3,3,3,3,1,4,3,3,3,3,3,3,3,1,0,1,4,4,5,1,0,0,0,1,0,0,0,0,,1,,,2,4,14,2,60,,,,,,,,,,,,,,,,,
9152,0,0,50,1,1,837,14,1,,,,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,2,1,1,1,2,2,2,22,2,3,2,1,2,1,1,,4,3,0,0,3,0,0,2,6,15,1,,,2,4,2,3,3,2,2,2,1,1,3,1,9,3,10,0,0,25,0,0,0,1,3,2,8,1,,2,1,3,3,4,0,1,2,2,2,28,0,2,1,,3,4,80,2,3,3,2,1,3,3,3,2,2,2,3,1,2,3,3,3,3,3,3,3,2,3,3,2,3,1,3,3,3,3,2,0,2,3,3,3,1,0,0,0,0,1,0,0,0,,1,,,5,2,16,2,10,,,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1
9153,0,0,50,1,1,482,14,1,,,,2,1,2,1,1,1,2,2,1,4,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,2,,1,2,19,1,1,1,,,,1,,1,4,0,0,6,0,0,1,,,2,1,1,2,3,1,1,3,1,1,1,1,1,1,1,9,1,4,19,0,38,0,0,99,2,1,1,,1,,1,1,2,3,1,0,0,99,9,2,99,99,9,1,,2,1,0,4,3,3,2,1,3,1,1,4,9,1,3,4,1,3,9,1,3,3,1,3,2,1,4,2,3,1,3,1,3,2,1,0,2,5,4,5,1,0,0,0,0,1,0,0,0,,1,,,6,9,12,1,50,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
9154,0,0,50,1,1,594,20,4,4,4,6,1,1,1,1,1,1,1,2,1,1,1,1,1,2,2,1,1,1,1,2,1,1,1,2,1,1,2,1,1,2,26,1,3,1,,,,1,,4,3,0,0,5,0,0,2,11,0,1,,,4,18,1,3,3,1,3,3,3,3,2,1,9,1,0,0,0,0,0,0,0,1,4,2,8,2,5,2,2,3,3,15,0,2,2,2,2,45,0,2,2,16,2,2,18,4,1,4,1,1,4,1,1,1,4,3,1,1,1,3,3,4,2,3,3,3,1,1,4,3,3,1,1,3,3,3,1,3,1,4,4,4,4,1,0,1,0,2,0,0,0,2,1,,,1,1,15,1,41,,,2,1,1,2,1,2,1,2,1,2,1,2,2,2,1
9157,0,0,51,2,1,594,8,1,,,,1,1,2,2,1,1,1,2,1,3,1,1,1,1,2,1,1,1,1,1,1,1,1,0,5,1,1,,1,2,99,3,2,2,99,2,,1,,2,12,0,0,1,0,0,1,,,1,,,0,0,1,3,3,1,2,3,3,3,3,2,1,1,2,10,57,38,0,0,0,,,,,,,,,,6,0,0,0,0,2,2,10,0,1,1,,2,3,6,4,3,3,3,1,4,1,1,1,3,4,1,3,1,3,3,3,3,3,3,3,1,1,1,2,2,3,3,3,3,3,1,0,1,4,4,7,2,0,0,0,0,1,1,0,0,1,1,,,1,2,17,2,20,1,,,,,,,,,,,,,,,,
9158,0,0,51,2,2,594,8,1,,,,1,1,2,1,1,1,1,2,1,2,1,1,1,1,2,1,1,1,1,1,1,1,1,0,5,1,1,,2,2,24,1,3,2,10,2,,1,,2,1,3,4,2,3,4,9,99,99,1,,,9,9,1,2,9,1,2,1,9,9,9,9,9,1,0,0,0,0,0,0,0,,,,,,,,,,3,1,0,0,0,9,2,99,99,9,1,,2,1,0,4,3,3,3,2,3,2,2,2,9,1,2,4,9,3,9,3,9,3,1,3,3,1,9,9,9,9,9,3,3,3,1,0,1,4,4,5,3,0,0,0,0,0,2,1,0,2,1,,,5,6,12,1,40,,,,,,,,,,,,,,,,,
9159,0,0,51,2,1,596,8,1,,,,1,1,2,2,1,1,1,2,1,3,1,1,2,2,1,1,1,1,2,3,1,1,1,2,1,1,1,,1,1,,,,,,,,1,,5,3,0,0,5,0,0,1,,,1,,,1,2,1,9,9,1,9,9,9,9,9,1,9,2,0,0,0,0,0,0,0,1,4,2,8,2,3,2,1,1,4,2,0,0,99,9,2,99,99,9,1,,3,3,0,1,3,3,2,1,1,1,1,3,3,3,3,1,1,3,4,2,2,3,3,1,1,1,1,2,1,1,4,3,3,2,1,0,1,4,4,5,1,0,0,0,0,1,0,0,0,,1,,,4,1,16,1,10,,,2,1,2,2,1,1,1,1,1,2,1,1,2,1,1
9163,0,0,51,1,1,598,14,1,,,,2,1,2,1,1,1,2,1,1,3,1,1,1,1,1,1,1,1,1,0,1,1,1,0,5,1,2,1,2,2,9,2,3,2,98,2,9,1,,3,4,0,0,5,7,0,1,,,1,,,16,25,1,2,2,2,1,2,2,1,2,1,1,1,12,7,10,24,47,0,0,2,2,2,8,1,,2,1,2,4,2,0,2,0,1,1,6,0,2,2,20,3,2,81,4,3,3,1,2,3,4,1,3,3,4,3,4,1,3,4,2,3,3,1,1,1,1,1,2,3,4,1,1,3,3,2,11,1,4,3,7,3,0,0,1,0,0,1,1,0,1,2,1,5,4,4,16,1,10,,117,,,,,,,,,,,,,,,
9164,0,0,51,1,2,837,14,1,,,,2,1,2,2,1,1,1,2,1,4,1,1,1,1,1,1,1,1,1,0,1,1,1,0,5,1,2,2,1,2,18,1,3,2,1,2,,1,,3,3,6,0,1,3,5,1,,,2,1,1,20,20,1,2,3,1,1,1,2,1,2,1,9,1,10,53,0,24,0,0,0,,,,,,,,,,4,5,0,0,99,9,2,99,99,9,2,70,2,1,0,4,2,3,2,2,3,1,1,2,4,2,3,4,1,3,4,3,2,3,3,3,4,3,4,3,3,1,3,3,3,4,1,0,1,4,4,7,3,0,0,1,0,0,1,1,0,2,1,,,5,4,17,1,10,,,,,,,,,,,,,,,,,
9165,0,0,51,1,1,598,14,1,,,,1,1,2,2,1,1,1,2,1,3,1,1,1,1,1,1,1,1,1,0,1,1,1,0,5,1,1,,1,2,19,1,3,1,,,,2,2,,,,,,,,,,,1,,,8,12,2,3,3,2,2,2,3,3,3,3,1,1,33,0,0,0,0,0,1,,,,,,,,,,3,2,0,1,0,2,2,6,2,1,1,,2,1,0,2,2,3,2,1,3,1,1,1,2,2,3,4,2,3,3,3,1,2,3,3,2,3,1,3,3,2,3,2,3,2,1,0,1,4,4,6,2,0,0,0,0,2,0,0,0,3,1,,,5,5,17,1,10,,,,,,,,,,,,,,,,,
9166,0,0,51,1,1,594,14,5,,,,1,1,2,1,1,1,1,2,1,2,1,1,1,1,1,1,1,1,1,0,1,1,1,0,5,1,1,,2,1,,,,,,,,9,3,9,99,99,99,9,9,9,9,99,99,1,,,1,3,1,3,3,1,1,1,2,1,2,3,9,1,0,0,0,0,0,0,0,,,,,,,,,,2,2,0,0,0,1,2,7,0,1,1,,2,2,0,1,3,3,1,1,3,2,1,3,1,2,2,3,2,3,2,3,1,3,1,3,3,3,3,3,3,1,3,3,1,2,1,0,2,4,4,7,4,1,1,0,0,2,0,0,0,2,2,2,1,4,2,12,1,30,,,,,,,,,,,,,,,,,
9167,0,0,51,2,1,594,8,1,,,,1,1,2,2,1,1,1,2,1,3,1,1,1,1,1,1,1,1,1,0,1,1,1,0,5,1,2,1,1,2,8,2,3,2,2,2,,2,2,,,,,,,,,,,1,,,5,10,1,3,2,1,2,1,2,1,2,1,9,1,39,10,0,38,0,0,0,,,,,,,,,,3,1,0,0,0,2,2,8,0,1,1,,3,2,52,4,3,3,2,2,4,1,1,1,3,1,4,4,1,3,4,4,3,3,3,3,1,1,1,3,3,4,3,3,3,3,1,0,1,4,5,5,2,0,0,0,1,1,0,0,0,3,1,,,3,4,14,1,72,,127,,,,,,,,,,,,,,,
9168,0,0,51,2,2,594,14,1,,,,1,1,2,2,1,1,1,2,1,3,1,1,1,1,1,1,1,1,2,0,1,1,1,0,5,1,2,1,2,1,,,,,,,,1,,2,3,0,0,7,0,0,1,,,1,,,1,1,1,3,3,1,2,1,2,1,2,1,1,2,10,59,33,59,0,0,0,,,,,,,,,,3,0,0,0,0,2,2,6,2,1,1,,1,1,0,1,3,3,3,4,9,1,1,3,9,1,1,4,4,3,4,3,9,9,1,3,3,1,3,9,9,1,9,3,3,1,1,33,2,5,3,4,4,0,0,2,1,1,0,0,0,2,1,,,5,6,12,1,50,,,,,,,,,,,,,,,,,
9169,0,0,51,2,1,594,8,1,,,,1,1,2,2,1,1,1,2,1,3,1,1,1,1,1,1,1,1,1,0,1,1,1,0,5,1,2,1,2,2,18,1,3,2,2,2,,1,,3,1,3,4,4,7,0,1,,,2,3,2,1,2,1,2,3,1,1,1,1,1,1,1,9,1,10,23,21,23,22,27,2,,,,,,,,,,1,0,0,0,0,2,2,6,2,1,1,,2,1,0,4,3,3,2,3,3,2,2,3,3,3,3,4,2,3,4,3,1,2,4,3,3,1,2,3,3,1,3,3,3,3,1,0,1,7,7,7,5,0,0,0,0,3,2,0,0,2,1,,,5,5,12,1,60,,,,,,,,,,,,,,,,,
9170,0,0,51,2,1,594,8,1,,,,1,1,2,2,1,1,1,2,1,3,1,1,1,1,2,1,1,1,1,1,1,1,1,0,5,1,2,1,1,2,24,1,3,2,2,2,,1,,2,1,3,0,1,3,4,1,,,1,,,25,35,1,3,3,1,2,1,2,1,2,1,9,1,1,0,0,21,0,0,0,2,3,2,8,1,,2,1,3,5,0,0,0,0,2,2,14,0,1,2,69,2,3,87,1,3,3,3,1,4,1,1,1,3,1,3,3,1,1,3,1,3,3,4,3,1,1,1,2,3,1,3,3,3,3,1,0,1,4,4,5,3,1,0,0,0,1,1,0,0,1,1,,,5,2,13,1,50,,133,,,,,,,,,,,,,,,
9171,0,0,51,2,1,596,8,1,,,,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,5,1,2,1,1,2,20,1,3,2,4,2,,1,,2,3,5,0,5,0,0,1,,,1,,,10,25,1,3,3,1,2,1,2,1,1,1,9,1,0,0,0,0,0,0,99,,,,,,,,,,9,0,0,0,0,2,2,8,0,1,1,,1,1,0,4,3,3,2,1,3,1,1,2,3,4,3,3,1,3,4,3,3,3,3,9,1,1,1,3,3,1,3,1,3,3,1,0,1,4,4,4,2,0,0,0,0,1,1,0,0,1,2,7,3,4,2,17,1,10,,,,,,,,,,,,,,,,,
9172,0,0,51,2,1,981,8,1,,,,1,1,2,2,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,0,1,1,1,0,5,1,1,,1,1,,,,,,,,1,,1,3,6,0,1,0,0,2,15,0,2,1,1,25,45,1,3,3,1,1,1,2,1,2,1,9,2,10,1,33,18,23,27,0,,,,,,,,,,3,0,0,0,0,9,2,99,99,9,1,,3,2,0,4,2,3,2,2,3,2,1,3,3,1,3,3,1,3,3,2,2,3,4,3,4,3,2,3,3,4,3,3,3,2,1,0,1,3,3,4,1,99,99,99,99,99,99,99,99,,2,7,4,6,2,17,1,10,,,,,,,,,,,,,,,,,
9173,0,0,54,2,1,598,8,1,,,,1,2,1,1,1,1,1,1,1,1,1,1,1,2,1,2,1,1,2,3,1,1,1,1,9,9,2,1,1,9,99,9,9,9,99,9,9,1,,5,1,0,0,4,0,0,2,99,99,1,,,99,99,1,1,1,1,1,1,2,1,3,2,9,2,0,0,0,0,0,0,0,,,,,,,,,,3,1,0,1,99,9,1,99,99,9,2,49,2,2,0,1,3,3,1,3,3,1,1,1,3,1,3,1,1,1,3,3,1,1,1,1,3,1,3,3,3,1,3,3,3,3,1,0,1,4,4,5,2,0,0,0,0,2,0,0,0,3,2,2,1,4,9,14,1,72,,120,,,,,,,,,,,,,,,
9174,0,0,11,2,1,599,8,3,4,3,6,1,2,2,1,1,1,1,2,1,3,1,1,1,1,1,2,1,1,1,1,1,1,1,0,5,1,2,2,1,2,13,1,1,1,,,,1,,3,4,0,0,6,7,0,1,,,1,,,2,5,1,3,1,2,1,1,2,1,2,2,9,2,10,56,0,21,26,0,0,,,,,,,,,,3,1,0,1,1,2,1,21,7,1,1,,3,2,69,4,2,3,2,1,4,4,4,3,3,3,2,4,4,9,1,3,2,2,4,1,2,1,2,1,3,1,3,2,3,2,1,1,1,4,3,5,2,0,0,1,0,1,0,0,0,3,1,,,4,4,15,2,99,,,,,,,,,,,,,,,,,
9176,0,0,11,1,1,597,14,2,,,,2,1,2,1,1,2,1,2,1,4,1,1,1,2,2,2,1,1,1,3,1,1,1,7,3,1,2,2,2,2,16,1,3,2,3,3,7,1,,5,3,0,0,5,6,0,2,15,6,2,3,2,2,12,1,1,3,1,2,2,2,1,2,1,9,2,20,10,21,9,21,10,0,1,3,2,8,2,5,1,2,3,3,4,0,1,7,2,1,56,0,2,1,,1,1,86,1,3,3,2,1,4,1,1,1,2,1,3,3,1,4,4,3,1,3,3,3,3,1,4,3,3,1,4,3,3,3,1,84,1,3,3,4,2,0,0,0,0,2,0,0,0,1,2,1,1,4,4,17,1,10,,,2,1,2,1,1,2,1,1,1,2,1,2,2,2,1
9178,0,0,11,1,1,599,14,1,,,,1,1,2,2,1,1,2,2,2,5,1,1,1,1,2,1,1,1,1,1,1,1,1,2,3,1,2,2,1,2,10,1,3,2,6,1,9,1,,5,1,4,12,7,0,0,1,,,2,7,4,20,28,2,9,9,1,2,1,2,1,1,1,1,1,33,2,43,24,25,0,0,1,2,2,1,9,9,1,1,2,3,3,0,1,1,2,1,24,0,1,1,,1,4,18,4,3,3,2,1,4,4,1,2,3,2,1,1,1,1,1,1,3,3,1,3,1,1,1,2,2,1,3,9,3,3,1,85,1,4,4,7,5,0,0,0,0,2,2,1,0,4,2,7,3,3,6,12,1,50,,128,2,2,1,1,1,1,1,1,1,,,,,,
9179,0,0,11,1,1,598,20,4,8,4,6,2,1,1,1,1,1,1,2,1,2,1,1,1,2,2,2,1,1,1,3,1,1,1,4,3,1,2,1,1,2,10,2,3,2,6,2,9,1,,4,3,0,0,3,5,0,2,7,0,2,1,3,3,15,1,2,3,1,2,1,2,2,2,1,9,2,2,57,30,22,25,0,0,1,4,2,8,2,5,2,1,2,3,7,2,6,4,2,1,37,0,2,1,,4,4,85,4,3,3,1,4,4,4,4,1,1,4,3,4,1,3,3,1,1,1,1,3,1,1,1,1,3,1,3,3,3,1,1,0,1,3,3,6,4,0,0,0,0,4,0,0,0,3,1,,,4,3,16,9,10,,132,2,2,2,1,1,1,1,1,1,2,1,2,2,1,1
9180,0,0,11,1,1,599,20,4,12,4,7,2,1,2,2,1,1,1,2,1,4,1,1,1,2,2,1,1,1,1,2,1,1,1,10,1,1,2,1,1,2,20,1,1,1,,,,1,,4,3,0,0,1,3,5,1,,,1,,,4,35,1,1,3,2,3,2,2,3,1,2,9,4,10,39,60,22,0,0,98,1,3,1,,1,,1,1,2,2,3,0,2,3,2,1,37,0,2,1,,2,1,0,3,1,4,2,1,3,1,1,1,3,1,1,1,1,2,1,3,1,3,1,1,3,1,3,3,3,1,3,3,3,2,1,46,1,1,1,1,6,0,2,0,0,1,1,1,1,3,1,,,1,1,13,1,60,,129,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
9181,0,0,11,1,2,594,20,4,9,4,7,2,1,1,1,1,1,1,2,1,2,1,1,1,1,1,1,1,1,1,0,1,1,1,6,1,1,2,1,1,2,28,1,2,1,,,,1,,4,3,0,0,1,5,0,2,3,11,1,,,2,14,1,1,3,1,3,1,3,2,3,1,1,2,10,1,0,9,22,0,0,1,2,1,,1,,2,1,1,3,1,0,1,3,2,1,36,0,2,1,,1,1,27,4,3,1,1,3,3,2,1,3,1,4,1,1,2,3,1,3,1,3,1,4,3,3,4,3,3,1,4,1,3,3,1,3,1,3,5,5,5,0,1,0,0,0,2,2,0,2,1,,,1,5,12,1,81,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
9185,0,0,53,1,9,949,14,1,,,,2,1,2,2,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,0,1,1,1,2,1,1,2,1,1,2,16,2,2,2,4,2,3,1,,5,1,3,0,1,2,7,2,9,0,1,,,1,3,1,1,3,2,2,1,2,1,2,1,1,2,9,10,23,25,24,0,0,2,4,1,,2,5,1,1,2,4,4,0,0,2,2,3,7,0,1,2,50,2,3,0,4,2,3,1,3,3,1,1,4,2,2,3,3,1,3,2,2,1,3,3,1,2,3,3,3,3,1,2,1,1,2,1,0,1,3,3,5,2,1,0,0,0,1,0,0,0,1,1,,,6,4,17,1,10,,,1,1,1,1,1,1,1,1,1,2,2,1,1,2,1
